Company Name,Industry,Symbol,Series,ISIN Code,Exchange
GTL Infrastructure Limited,,GTLINFRA,EQ,INE221H01019,NSE
GTPL Hathway Limited,,GTPL,EQ,INE869I01013,NSE
Gufic Biosciences Limited,,GUFICBIO,EQ,INE742B01025,NSE
Gujarat Alkalies and Chemicals Limited,,GUJALKALI,EQ,INE186A01019,NSE
Gujarat Apollo Industries Limited,,GUJAPOLLO,EQ,INE826C01016,NSE
GUJARAT ENERGY LIMITED,,GUJENERGY,EQ,INE844O01030,NSE
Gujarat Raffia Industries Limited,,GUJRAFFIA,EQ,INE610B01024,NSE
Gujarat Themis Biosyn Limited,,GUJTHEM,EQ,INE942C01045,NSE
Gulf Oil Lubricants India Limited,,GULFOILLUB,EQ,INE635Q01029,NSE
Gulshan Polyols Limited,,GULPOLY,EQ,INE255D01024,NSE
GE Power India Limited,,GVPIL,EQ,INE878A01011,NSE
GVP Infotech Limited,,GVPTECH,EQ,INE382T01030,NSE
GE Vernova T&D India Limited,Capital Goods,GVT&D,EQ,INE200A01026,NSE
Gyftr Limited,,GYFTR,EQ,INE724A01017,NSE
Hindustan Aeronautics Limited,Capital Goods,HAL,EQ,INE066F01020,NSE
Halder Venture Limited,,HALDER,EQ,INE115S01010,NSE
HALEOS LABS LIMITED,,HALEOSLABS,EQ,INE320X01016,NSE
Happiest Minds Technologies Limited,,HAPPSTMNDS,EQ,INE419U01012,NSE
Happy Forgings Limited,,HAPPYFORGE,EQ,INE330T01021,NSE
Hardwyn India Limited,,HARDWYN,EQ,INE626Z01029,NSE
Hariom Pipe Industries Limited,,HARIOMPIPE,EQ,INE00EV01017,NSE
Harrisons  Malayalam Limited,,HARRMALAYA,EQ,INE544A01019,NSE
Harsha Engineers International Limited,,HARSHA,EQ,INE0JUS01029,NSE
Hathway Cable & Datacom Limited,,HATHWAY,EQ,INE982F01036,NSE
Hatsun Agro Product Limited,,HATSUN,EQ,INE473B01035,NSE
Havells India Limited,Consumer Durables,HAVELLS,EQ,INE176B01034,NSE
Sri Havisha Hospitality and Infrastructure Limited,,HAVISHA,EQ,INE293B01029,NSE
Hawkins Cookers Limited,,HAWKINCOOK,EQ,INE979B01015,NSE
HB Estate Developers Limited,,HBESD,EQ,INE640B01021,NSE
HBL Engineering Limited,Capital Goods,HBLENGINE,EQ,INE292B01021,NSE
HB Stockholdings Limited,,HBSL,EQ,INE550B01022,NSE
Hindustan Construction Company Limited,,HCC,EQ,INE549A01026,NSE
Healthcare Global Enterprises Limited,,HCG,EQ,INE075I01017,NSE
HCL Infosystems Limited,,HCL-INSYS,EQ,INE236A01020,NSE
HCL Technologies Limited,Information Technology,HCLTECH,EQ,INE860A01027,NSE
HDB Financial Services Limited,Financial Services,HDBFS,EQ,INE756I01012,NSE
HDFC Asset Management Company Limited,Financial Services,HDFCAMC,EQ,INE127D01025,NSE
HDFC Bank Limited,Financial Services,HDFCBANK,EQ,INE040A01034,NSE
HDFC Life Insurance Company Limited,Financial Services,HDFCLIFE,EQ,INE795G01014,NSE
Heads UP Ventures Limited,,HEADSUP,EQ,INE759V01019,NSE
Health X Platform Limited,,HEALTHX,EQ,INE019J01013,NSE
HEC Infra Projects Limited,,HECPROJECT,EQ,INE558R01013,NSE
HEG Limited,Capital Goods,HEG,EQ,INE545A01024,NSE
HeidelbergCement India Limited,,HEIDELBERG,EQ,INE578A01017,NSE
Hemisphere Properties India Limited,,HEMIPROP,EQ,INE0AJG01018,NSE
Heranba Industries Limited,,HERANBA,EQ,INE694N01015,NSE
Heritage Foods Limited,,HERITGFOOD,EQ,INE978A01027,NSE
Hero MotoCorp Limited,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,NSE
Hester Biosciences Limited,,HESTERBIO,EQ,INE782E01017,NSE
Hexa Tradex Limited,,HEXATRADEX,EQ,INE750M01017,NSE
Hexaware Technologies Limited,Information Technology,HEXT,EQ,INE093A01041,NSE
HFCL Limited,Telecommunication,HFCL,EQ,INE548A01028,NSE
H.G. Infra Engineering Limited,,HGINFRA,EQ,INE926X01010,NSE
HandsOn Global Management (HGM) Limited,,HGM,EQ,INE596H01014,NSE
Hinduja Global Solutions Limited,,HGS,EQ,INE170I01016,NSE
Hikal Limited,,HIKAL,EQ,INE475B01022,NSE
Highway Infrastructure Limited,,HILINFRA,EQ,INE00RL01028,NSE
Himatsingka Seide Limited,,HIMATSEIDE,EQ,INE049A01027,NSE
Hindalco Industries Limited,Metals & Mining,HINDALCO,EQ,INE038A01020,NSE
Hindustan Composites Limited,,HINDCOMPOS,EQ,INE310C01029,NSE
Hindcon Chemicals Limited,,HINDCON,EQ,INE642Y01029,NSE
Hindustan Copper Limited,Metals & Mining,HINDCOPPER,EQ,INE531E01026,NSE
Hindustan Oil Exploration Company Limited,,HINDOILEXP,EQ,INE345A01011,NSE
Hindustan Petroleum Corporation Limited,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,NSE
Hindustan Unilever Limited,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,NSE
Hindware Home Innovation Limited,,HINDWAREAP,EQ,INE05AN01011,NSE
Hindustan Zinc Limited,Metals & Mining,HINDZINC,EQ,INE267A01025,NSE
Hind Rectifiers Limited,,HIRECT,EQ,INE835D01023,NSE
Hisar Metal Industries Limited,,HISARMETAL,EQ,INE598C01011,NSE
Hi-Tech Pipes Limited,,HITECH,EQ,INE106T01025,NSE
HLE Glascoat Limited,,HLEGLAS,EQ,INE461D01028,NSE
HLV LIMITED,,HLVLTD,EQ,INE102A01024,NSE
HMA Agro Industries Limited,,HMAAGRO,EQ,INE0ECP01024,NSE
Hindustan Foods Limited,,HNDFDS,EQ,INE254N01026,NSE
Home First Finance Company India Limited,Financial Services,HOMEFIRST,EQ,INE481N01025,NSE
Honasa Consumer Limited,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,NSE
Honeywell Automation India Limited,Capital Goods,HONAUT,EQ,INE671A01010,NSE
Honda India Power Products Limited,,HONDAPOWER,EQ,INE634A01018,NSE
HP Adhesives Limited,,HPAL,EQ,INE0GSL01024,NSE
Hindprakash Industries Limited,,HPIL,EQ,INE05X901010,NSE
HPL Electric & Power Limited,,HPL,EQ,INE495S01016,NSE
Himadri Speciality Chemical Limited,Chemicals,HSCL,EQ,INE019C01026,NSE
HT Media Limited,,HTMEDIA,EQ,INE501G01024,NSE
Hubtown Limited,,HUBTOWN,EQ,INE703H01016,NSE
Housing & Urban Development Corporation Limited,Financial Services,HUDCO,EQ,INE031A01017,NSE
Huhtamaki India Limited,,HUHTAMAKI,EQ,INE275B01026,NSE
Hyundai Motor India Limited,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027,NSE
Indiabulls Limited,,IBULLSLTD,EQ,INE126M01010,NSE
ICDS Limited,,ICDSLTD,EQ,INE613B01010,NSE
Ice Make Refrigeration Limited,,ICEMAKE,EQ,INE520Y01019,NSE
ICICI Prudential Asset Management Company Limited,Financial Services,ICICIAMC,EQ,INE346A01027,NSE
ICICI Bank Limited,Financial Services,ICICIBANK,EQ,INE090A01021,NSE
ICICI Lombard General Insurance Company Limited,Financial Services,ICICIGI,EQ,INE765G01017,NSE
ICICI Prudential Life Insurance Company Limited,Financial Services,ICICIPRULI,EQ,INE726G01019,NSE
Indo Count Industries Limited,,ICIL,EQ,INE483B01026,NSE
ICRA Limited,,ICRA,EQ,INE725G01011,NSE
IDBI Bank Limited,Financial Services,IDBI,EQ,INE008A01015,NSE
Vodafone Idea Limited,Telecommunication,IDEA,EQ,INE669E01016,NSE
Ideaforge Technology Limited,,IDEAFORGE,EQ,INE349Y01013,NSE
IDFC First Bank Limited,Financial Services,IDFCFIRSTB,EQ,INE092T01019,NSE
Indian Energy Exchange Limited,Financial Services,IEX,EQ,INE022Q01020,NSE
IFB Industries Limited,,IFBIND,EQ,INE559A01017,NSE
IFCI Limited,Financial Services,IFCI,EQ,INE039A01010,NSE
IFGL Refractories Limited,,IFGLEXPOR,EQ,INE133Y01011,NSE
Igarashi Motors India Limited,,IGARASHI,EQ,INE188B01013,NSE
Indogulf Cropsciences Limited,,IGCL,EQ,INE05J901018,NSE
International Gemological Institute Limited,Services,IGIL,EQ,INE0Q9301021,NSE
Indraprastha Gas Limited,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,NSE
IG Petrochemicals Limited,,IGPL,EQ,INE204A01010,NSE
IIFL Finance Limited,Financial Services,IIFL,EQ,INE530B01024,NSE
IIFL Capital Services Limited,,IIFLCAPS,EQ,INE489L01022,NSE
Industrial Investment Trust Limited,,IITL,EQ,INE886A01014,NSE
IKIO Technologies Limited,,IKIO,EQ,INE0LOJ01019,NSE
Inventurus Knowledge Solutions Limited,Information Technology,IKS,EQ,INE115Q01022,NSE
Imagicaaworld Entertainment Limited,,IMAGICAA,EQ,INE172N01012,NSE
Indian Metals & Ferro Alloys Limited,,IMFA,EQ,INE919H01018,NSE
India Motor Parts and Accessories Limited,,IMPAL,EQ,INE547E01014,NSE
Insolation Energy Limited,,INA,EQ,INE0LGX01024,NSE
INCREDIBLE INDUSTRIES LIMITED,,INCREDIBLE,EQ,INE452L01012,NSE
Indbank Merchant Banking Services Limited,,INDBANK,EQ,INE841B01017,NSE
Indegene Limited,Healthcare,INDGN,EQ,INE065X01017,NSE
The Indian Hotels Company Limited,Consumer Services,INDHOTEL,EQ,INE053A01029,NSE
The India Cements Limited,Construction Materials,INDIACEM,EQ,INE383A01012,NSE
India Glycols Limited,,INDIAGLYCO,EQ,INE560A01023,NSE
Indiamart Intermesh Limited,Consumer Services,INDIAMART,EQ,INE933S01016,NSE
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,NSE
Indian Card Clothing Company Limited,,INDIANCARD,EQ,INE061A01014,NSE
Indian Hume Pipe Company Limited,,INDIANHUME,EQ,INE323C01030,NSE
India Shelter Finance Corporation Limited,,INDIASHLTR,EQ,INE922K01024,NSE
InterGlobe Aviation Limited,Services,INDIGO,EQ,INE646L01027,NSE
Indigo Paints Limited,,INDIGOPNTS,EQ,INE09VQ01012,NSE
Indiqube Spaces Limited,,INDIQUBE,EQ,INE06ST01018,NSE
India Nippon Electricals Limited,,INDNIPPON,EQ,INE092B01025,NSE
Indo Borax & Chemicals Limited,,INDOBORAX,EQ,INE803D01021,NSE
Indoco Remedies Limited,,INDOCO,EQ,INE873D01024,NSE
Indo Farm Equipment Limited,,INDOFARM,EQ,INE622H01018,NSE
INDO-MIM Limited,,INDOMIM,EQ,INE084101034,NSE
Indo Rama Synthetics (India) Limited,,INDORAMA,EQ,INE156A01020,NSE
IndoStar Capital Finance Limited,,INDOSTAR,EQ,INE896L01010,NSE
Indo Tech Transformers Limited,,INDOTECH,EQ,INE332H01014,NSE
Indo Thai Securities Limited,,INDOTHAI,EQ,INE337M01021,NSE
Indo Us Biotech Limited,,INDOUS,EQ,INE250Z01010,NSE
Indowind Energy Limited,,INDOWIND,EQ,INE227G01018,NSE
Industrial & Prudential Investment Company Limited,,INDPRUD,EQ,INE620D01011,NSE
Indraprastha Medical Corporation Limited,,INDRAMEDCO,EQ,INE681B01017,NSE
Ind-Swift Laboratories Limited,,INDSWFTLAB,EQ,INE915B01019,NSE
Indian Terrain Fashions Limited,,INDTERRAIN,EQ,INE611L01021,NSE
IndusInd Bank Limited,Financial Services,INDUSINDBK,EQ,INE095A01012,NSE
Indus Towers Limited,Telecommunication,INDUSTOWER,EQ,INE121J01017,NSE
InfoBeans Technologies Limited,,INFOBEAN,EQ,INE344S01016,NSE
Infomedia Press Limited,,INFOMEDIA,EQ,INE669A01022,NSE
Infosys Limited,Information Technology,INFY,EQ,INE009A01021,NSE
Ingersoll Rand (India) Limited,,INGERRAND,EQ,INE177A01018,NSE
Innova Captab Limited,,INNOVACAP,EQ,INE0DUT01020,NSE
Innovana Thinklabs Limited,,INNOVANA,EQ,INE403Y01018,NSE
Innovision Limited,,INNOVISION,EQ,INE0ADB01012,NSE
Inox Green Energy Services Limited,,INOXGREEN,EQ,INE510W01014,NSE
INOX India Limited,,INOXINDIA,EQ,INE616N01034,NSE
Inox Wind Limited,Capital Goods,INOXWIND,EQ,INE066P01011,NSE
Insecticides (India) Limited,,INSECTICID,EQ,INE070I01018,NSE
Intellect Design Arena Limited,Information Technology,INTELLECT,EQ,INE306R01017,NSE
Intense Technologies Limited,,INTENTECH,EQ,INE781A01025,NSE
Interarch Building Solutions Limited,,INTERARCH,EQ,INE00M901018,NSE
International Conveyors Limited,,INTLCONV,EQ,INE575C01027,NSE
Inventure Growth & Securities Limited,,INVENTURE,EQ,INE878H01024,NSE
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,NSE
Indian Oil Corporation Limited,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,NSE
IOL Chemicals and Pharmaceuticals Limited,,IOLCP,EQ,INE485C01029,NSE
ION Exchange (India) Limited,,IONEXCHANG,EQ,INE570A01022,NSE
IPCA Laboratories Limited,Healthcare,IPCALAB,EQ,INE571A01038,NSE
India Pesticides Limited,,IPL,EQ,INE0D6701023,NSE
IRB Infrastructure Developers Limited,Construction,IRB,EQ,INE821I01022,NSE
Ircon International Limited,Construction,IRCON,EQ,INE962Y01021,NSE
Indian Railway Catering And Tourism Corporation Limited,Consumer Services,IRCTC,EQ,INE335Y01020,NSE
Indian Renewable Energy Development Agency Limited,Financial Services,IREDA,EQ,INE202E01016,NSE
Indian Railway Finance Corporation Limited,Financial Services,IRFC,EQ,INE053F01010,NSE
IRIS RegTech Solutions Limited,,IRIS,EQ,INE864K01010,NSE
Iris Clothings Limited,,IRISDOREME,EQ,INE01GN01025,NSE
IRM Energy Limited,,IRMENERGY,EQ,INE07U701015,NSE
Intrasoft Technologies Limited,,ISFT,EQ,INE566K01011,NSE
Isgec Heavy Engineering Limited,,ISGEC,EQ,INE858B01029,NSE
Ishan Dyes and Chemicals Limited,,ISHANCH,EQ,INE561M01018,NSE
ITC Limited,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,NSE
ITC Hotels Limited,Consumer Services,ITCHOTELS,EQ,INE379A01028,NSE
India Tourism Development Corporation Limited,,ITDC,EQ,INE353K01014,NSE
ITI Limited,Telecommunication,ITI,EQ,INE248A01017,NSE
Ivalue Infosolutions Limited,,IVALUE,EQ,INE056801025,NSE
IL&FS Investment Managers Limited,,IVC,EQ,INE050B01023,NSE
The Indian Wood Products Company Limited,,IWP,EQ,INE586E01020,NSE
Le Travenues Technology Limited,,IXIGO,EQ,INE0HV901016,NSE
IZMO Limited,,IZMO,EQ,INE848A01014,NSE
The Jammu & Kashmir Bank Limited,Financial Services,J&KBANK,EQ,INE168A01041,NSE
Jagran Prakashan Limited,,JAGRAN,EQ,INE199G01027,NSE
Jagsonpal Pharmaceuticals Limited,,JAGSNPHARM,EQ,INE048B01035,NSE
Jai Balaji Industries Limited,,JAIBALAJI,EQ,INE091G01026,NSE
Jai Corp Limited,,JAICORPLTD,EQ,INE070D01027,NSE
Jain Resource Recycling Limited,Metals & Mining,JAINREC,EQ,INE0YD401026,NSE
Nandani Creation Limited,,JAIPURKURT,EQ,INE696V01013,NSE
Jamna Auto Industries Limited,,JAMNAAUTO,EQ,INE039C01032,NSE
Jaro Institute of Technology Management and Research Limited,,JARO,EQ,INE00YJ01010,NSE
Jash Engineering Limited,,JASH,EQ,INE039O01029,NSE
Jayant Agro Organics Limited,,JAYAGROGN,EQ,INE785A01026,NSE
Jay Bharat Maruti Limited,,JAYBARMARU,EQ,INE571B01036,NSE
Jaykay Enterprises Limited,,JAYKAY,EQ,INE903A01025,NSE
Jayaswal Neco Industries Limited,,JAYNECOIND,EQ,INE854B01010,NSE
Jayshree Tea & Industries Limited,,JAYSREETEA,EQ,INE364A01020,NSE
JBM Auto Limited,Automobile and Auto Components,JBMA,EQ,INE927D01051,NSE
Jet Freight Logistics Limited,,JETFREIGHT,EQ,INE982V01025,NSE
J.G.Chemicals Limited,,JGCHEM,EQ,INE0MB501011,NSE
JHS Svendgaard Laboratories Limited,,JHS,EQ,INE544H01014,NSE
Jindal Photo Limited,,JINDALPHOT,EQ,INE796G01012,NSE
Jindal Poly Films Limited,,JINDALPOLY,EQ,INE197D01010,NSE
Jindal Saw Limited,Capital Goods,JINDALSAW,EQ,INE324A01032,NSE
JINDAL STEEL LIMITED,Metals & Mining,JINDALSTEL,EQ,INE749A01030,NSE
Jindal Drilling And Industries Limited,,JINDRILL,EQ,INE742C01031,NSE
Jindal Worldwide Limited,,JINDWORLD,EQ,INE247D01039,NSE
Jio Financial Services Limited,Financial Services,JIOFIN,EQ,INE758E01017,NSE
Jain Irrigation Systems Limited,,JISLDVREQS,EQ,IN9175A01010,NSE
Jain Irrigation Systems Limited,,JISLJALEQS,EQ,INE175A01038,NSE
JITF Infralogistics Limited,,JITFINFRA,EQ,INE863T01013,NSE
JK Cement Limited,Construction Materials,JKCEMENT,EQ,INE823G01014,NSE
J.Kumar Infraprojects Limited,,JKIL,EQ,INE576I01022,NSE
Jinkushal Industries Limited,,JKIPL,EQ,INE1FF001016,NSE
JK Lakshmi Cement Limited,,JKLAKSHMI,EQ,INE786A01032,NSE
JK Paper Limited,,JKPAPER,EQ,INE789E01012,NSE
JK Tyre & Industries Limited,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,NSE
Jupiter Life Line Hospitals Limited,,JLHL,EQ,INE682M01020,NSE
Jullundur Motor Agency (Delhi) Limited,,JMA,EQ,INE412C01023,NSE
JM Financial Limited,Financial Services,JMFINANCIL,EQ,INE780C01023,NSE
JNK India Limited,,JNKINDIA,EQ,INE0OAF01028,NSE
Juniper Green Energy Limited,,JNPR,EQ,INE05C901015,NSE
Jindal Poly Investment and Finance Company Limited,,JPOLYINVST,EQ,INE147P01019,NSE
Jaiprakash Power Ventures Limited,Power,JPPOWER,EQ,INE351F01018,NSE
Jana Small Finance Bank Limited,,JSFB,EQ,INE953L01027,NSE
Jindal Stainless Limited,Metals & Mining,JSL,EQ,INE220G01021,NSE
Jeena Sikho Lifecare Limited,,JSLL,EQ,INE0J5801029,NSE
JSW Cement Limited,Construction Materials,JSWCEMENT,EQ,INE718I01012,NSE
JSW Dulux Limited,Consumer Durables,JSWDULUX,EQ,INE133A01011,NSE
JSW Energy Limited,Power,JSWENERGY,EQ,INE121E01018,NSE
JSW Holdings Limited,,JSWHL,EQ,INE824G01012,NSE
JSW Infrastructure Limited,Services,JSWINFRA,EQ,INE880J01026,NSE
JSW Steel Limited,Metals & Mining,JSWSTEEL,EQ,INE019A01038,NSE
Jtekt India Limited,,JTEKTINDIA,EQ,INE643A01035,NSE
JTL INDUSTRIES LIMITED,,JTLIND,EQ,INE391J01032,NSE
Jubilant Agri and Consumer Products Limited,,JUBLCPL,EQ,INE03CC01015,NSE
Jubilant Foodworks Limited,Consumer Services,JUBLFOOD,EQ,INE797F01020,NSE
Jubilant Ingrevia Limited,Chemicals,JUBLINGREA,EQ,INE0BY001018,NSE
Jubilant Pharmova Limited,Healthcare,JUBLPHARMA,EQ,INE700A01033,NSE
Juniper Hotels Limited,,JUNIPER,EQ,INE696F01016,NSE
Just Dial Limited,,JUSTDIAL,EQ,INE599M01018,NSE
Jupiter Wagons Limited,Capital Goods,JWL,EQ,INE209L01016,NSE
Jyothy Labs Limited,,JYOTHYLAB,EQ,INE668F01031,NSE
Jyoti CNC Automation Limited,Capital Goods,JYOTICNC,EQ,INE980O01024,NSE
Jyoti Structures Limited,,JYOTISTRUC,EQ,INE197A01024,NSE
Kabra Extrusion Technik Limited,,KABRAEXTRU,EQ,INE900B01029,NSE
Kajaria Ceramics Limited,Consumer Durables,KAJARIACER,EQ,INE217B01036,NSE
Kakatiya Cement Sugar & Industries Limited,,KAKATCEM,EQ,INE437B01014,NSE
Sai Silks (Kalamandir) Limited,,KALAMANDIR,EQ,INE438K01021,NSE
Kalpataru Limited,,KALPATARU,EQ,INE227J01012,NSE
Kalyani Forge Limited,,KALYANIFRG,EQ,INE314G01014,NSE
Kalyan Jewellers India Limited,Consumer Durables,KALYANKJIL,EQ,INE303R01014,NSE
Kama Holdings Limited,,KAMAHOLD,EQ,INE411F01010,NSE
Kamat Hotels (I) Limited,,KAMATHOTEL,EQ,INE967C01018,NSE
Kamdhenu Ventures Limited,,KAMOPAINTS,EQ,INE0BTI01037,NSE
Kanani Industries Limited,,KANANIIND,EQ,INE879E01037,NSE
Kanchi Karpooram Limited,,KANCHI,EQ,INE081G01019,NSE
Kanpur Plastipack Limited,,KANPRPLA,EQ,INE694E01014,NSE
Kansai Nerolac Paints Limited,,KANSAINER,EQ,INE531A01024,NSE
Kapston Services Limited,,KAPSTON,EQ,INE542Z01028,NSE
Karma Energy Limited,,KARMAENG,EQ,INE725L01011,NSE
Karur Vysya Bank Limited,Financial Services,KARURVYSYA,EQ,INE036D01028,NSE
Kavveri Defence & Wireless Technologies Limited,,KAVDEFENCE,EQ,INE641C01019,NSE
Kaya Limited,,KAYA,EQ,INE587G01015,NSE
Kaynes Technology India Limited,Capital Goods,KAYNES,EQ,INE918Z01012,NSE
KCP Limited,,KCP,EQ,INE805C01028,NSE
KDDL Limited,,KDDL,EQ,INE291D01011,NSE
KEC International Limited,Construction,KEC,EQ,INE389H01022,NSE
Kirloskar Electric Company Limited,,KECL,EQ,INE134B01017,NSE
DSJ Keep Learning Limited,,KEEPLEARN,EQ,INE055C01020,NSE
KEI Industries Limited,Capital Goods,KEI,EQ,INE878B01027,NSE
Kellton Tech Solutions Limited,,KELLTONTEC,EQ,INE164B01030,NSE
Kennametal India Limited,,KENNAMET,EQ,INE717A01029,NSE
Kernex Microsystems (India) Limited,,KERNEX,EQ,INE202H01019,NSE
Keynote Financial Services Limited,,KEYFINSERV,EQ,INE681C01015,NSE
Kfin Technologies Limited,Financial Services,KFINTECH,EQ,INE138Y01010,NSE
Khaitan Chemicals & Fertilizers Limited,,KHAICHEM,EQ,INE745B01028,NSE
Khaitan (India) Limited,,KHAITANLTD,EQ,INE731C01018,NSE
Khandwala Securities Limited,,KHANDSE,EQ,INE060B01014,NSE
Kalyani Investment Company Limited,,KICL,EQ,INE029L01018,NSE
Krishna Institute of Medical Sciences Limited,Healthcare,KIMS,EQ,INE967H01025,NSE
Kingfa Science & Technology (India) Limited,,KINGFA,EQ,INE473D01015,NSE
KIOCL Limited,,KIOCL,EQ,INE880L01014,NSE
Kiran Vyapar Limited,,KIRANVYPAR,EQ,INE555P01013,NSE
Kiri Industries Limited,,KIRIINDUS,EQ,INE415I01015,NSE
Kirloskar Ferrous Industries Limited,,KIRLFER,EQ,INE884B01025,NSE
Kirloskar Brothers Limited,,KIRLOSBROS,EQ,INE732A01036,NSE
Kirloskar Oil Engines Limited,Capital Goods,KIRLOSENG,EQ,INE146L01010,NSE
Kirloskar Industries Limited,,KIRLOSIND,EQ,INE250A01039,NSE
Kirloskar Pneumatic Company Limited,,KIRLPNU,EQ,INE811A01020,NSE
OnEMI Technology Solutions Limited,,KISSHT,EQ,INE12F801023,NSE
Kitex Garments Limited,,KITEX,EQ,INE602G01020,NSE
Kewal Kiran Clothing Limited,,KKCL,EQ,INE401H01017,NSE
Kilburn Engineering Limited,,KLBRENG-B,EQ,INE338F01015,NSE
Knowledge Marine & Engineering Works Limited,,KMEW,EQ,INE0CJD01029,NSE
K.M.Sugar Mills Limited,,KMSUGAR,EQ,INE157H01023,NSE
Knack Packaging Limited,,KNACK,EQ,INE17QZ01016,NSE
KN Agri Resources Limited,,KNAGRI,EQ,INE0KNW01016,NSE
KNR Constructions Limited,,KNRCON,EQ,INE634I01029,NSE
Kohinoor Foods Limited,,KOHINOOR,EQ,INE080B01012,NSE
Kokuyo Camlin Limited,,KOKUYOCMLN,EQ,INE760A01029,NSE
Kolte - Patil Developers Limited,,KOLTEPATIL,EQ,INE094I01018,NSE
Kotak Mahindra Bank Limited,Financial Services,KOTAKBANK,EQ,INE237A01036,NSE
Kothari Sugars And Chemicals Limited,,KOTARISUG,EQ,INE419A01022,NSE
Kothari Petrochemicals Limited,,KOTHARIPET,EQ,INE720A01015,NSE
Kothari Products Limited,,KOTHARIPRO,EQ,INE823A01017,NSE
Kothari Industrial Corporation Limited,,KOTIC,EQ,INE972A01020,NSE
Kovai Medical Center & Hospital Limited,,KOVAI,EQ,INE177F01017,NSE
K.P. Energy Limited,,KPEL,EQ,INE127T01021,NSE
KPI Green Energy Limited,,KPIGREEN,EQ,INE542W01025,NSE
Kalpataru Projects International Limited,Construction,KPIL,EQ,INE220B01022,NSE
KPIT Technologies Limited,Information Technology,KPITTECH,EQ,INE04I401011,NSE
Kwality Pharmaceuticals Limited,,KPL,EQ,INE552U01010,NSE
K.P.R. Mill Limited,Textiles,KPRMILL,EQ,INE930H01031,NSE
KRBL Limited,,KRBL,EQ,INE001B01026,NSE
Krebs Biochemicals and Industries Limited,,KREBSBIO,EQ,INE268B01013,NSE
Krishana Phoschem Limited,,KRISHANA,EQ,INE506W01020,NSE
Krishival Foods Limited,,KRISHIVAL,EQ,INE0GGO01015,NSE
Krishna Defence And Allied Industries Limited,,KRISHNADEF,EQ,INE0J5601015,NSE
Kriti Industries (India) Limited,,KRITI,EQ,INE479D01038,NSE
Kritika Wires Limited,,KRITIKA,EQ,INE00Z501029,NSE
Kriti Nutrients Limited,,KRITINUT,EQ,INE798K01010,NSE
KRN Heat Exchanger and Refrigeration Limited,,KRN,EQ,INE0Q3J01015,NSE
Kronox Lab Sciences Limited,,KRONOX,EQ,INE0ATZ01017,NSE
Kross Limited,,KROSS,EQ,INE0O6601022,NSE
Krsnaa Diagnostics Limited,,KRSNAA,EQ,INE08LI01020,NSE
Krystal Integrated Services Limited,,KRYSTAL,EQ,INE0QN801017,NSE
Ksb Limited,,KSB,EQ,INE999A01023,NSE
Kaveri Seed Company Limited,,KSCL,EQ,INE455I01029,NSE
KSH International Limited,,KSHINTL,EQ,INE987S01020,NSE
Kshitij Polyline Limited,,KSHITIJPOL,EQ,INE013801027,NSE
Kalyani Steels Limited,,KSL,EQ,INE907A01026,NSE
Ksolves India Limited,,KSOLVES,EQ,INE0D6I01023,NSE
KSR Footwear Limited,,KSR,EQ,INE1SPP01016,NSE
The Karnataka Bank Limited,,KTKBANK,EQ,INE614B01018,NSE
Kuantum Papers Limited,,KUANTUM,EQ,INE529I01021,NSE
Kusumgar Limited,,KUSUMGAR,EQ,INE0ISX01025,NSE
Kwality Wall's (India) Limited,,KWIL,EQ,INE2KCE01013,NSE
Lagnam Spintex Limited,,LAGNAM,EQ,INE548Z01017,NSE
Lahoti Overseas Limited,,LAHOTIOV,EQ,INE515C01023,NSE
Lorenzini Apparels Limited,,LAL,EQ,INE740X01023,NSE
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024,NSE
Lambodhara Textiles Limited,,LAMBODHARA,EQ,INE112F01022,NSE
Lancor Holdings Limited,,LANCORHOL,EQ,INE572G01025,NSE
Landmark Cars Limited,,LANDMARK,EQ,INE559R01029,NSE
Landsmill Green Limited,,LANDSMILL,EQ,INE688J01023,NSE
La Opala RG Limited,,LAOPALA,EQ,INE059D01020,NSE
Lasa Supergenerics Limited,,LASA,EQ,INE670X01014,NSE
Laser Power & Infra Limited,,LASERPOWER,EQ,INE17IR01028,NSE
Latent View Analytics Limited,Information Technology,LATENTVIEW,EQ,INE0I7C01011,NSE
Laurus Labs Limited,Healthcare,LAURUSLABS,EQ,INE947Q01028,NSE
Laxmi Cotspin Limited,,LAXMICOT,EQ,INE801V01019,NSE
Laxmi Dental Limited,,LAXMIDENTL,EQ,INE0WO601020,NSE
LCC Infotech Limited,,LCCINFOTEC,EQ,INE938A01021,NSE
Lohia Corp Limited,,LCL,EQ,INE0QJW01029,NSE
